band,bandLabel,member,memberLabel
Q3105754,The Stray Gators,Q524186,Kenny Buttrey
Q219874,Village People,Q1403225,Felipe Rose
Q219874,Village People,Q516037,Randy Jones
Q3901276,Pharaoh,Q50843285,Chris Black
Q219874,Village People,Q2298882,Victor Willis
Q3882803,Opal,Q6389006,Kendra Smith
Q3901277,Phantomsmasher,Q6141334,James Plotkin
Q1514300,Legion of Mary,Q312870,Jerry Garcia
Q2290182,Black Tape for a Blue Girl,Q275864,Julia Kent
Q2861688,Arma Angelus,Q310166,Pete Wentz
Q1397827,Jerry Garcia Acoustic Band,Q312870,Jerry Garcia
Q2412837,The Midnighters,Q726315,Johnny Otis
Q2579955,Firehouse Five Plus Two,Q523880,Harper Goff
Q2561099,Late Night Alumni,Q595529,Kaskade
Q287142,Goodie Mob,Q710547,Big Gipp
Q3901276,Pharaoh,Q3528582,Tim Aymar
Q3888374,Pablo Cruise,Q5235617,David Jenkins
Q3882507,One Last Wish,Q2924425,Brendan Canty
Q3884994,Orbs,Q5213192,Dan Briggs
Q3882803,Opal,Q5239097,David Roback
Q1757318,The Rascals,Q5278497,Dino Danelli
Q1757318,The Rascals,Q5335876,Eddie Brigati
Q1756214,The Aquabats,Q5109775,Christian Jacobs
Q1752700,Powerman 5000,Q3216587,Lamar Lowder
Q1752769,Mother's Finest,Q22005773,Joyce Kennedy
Q1752700,Powerman 5000,Q3483744,Sigve Sjursen
Q1752769,Mother's Finest,Q11821346,Donny Vosburgh
Q1751786,The Klezmatics,Q1671161,Matt Darriau
Q1752695,Necrophagia,Q6407867,Killjoy
Q4033106,aTelecine,Q2709,Sasha Grey
Q1752700,Powerman 5000,Q3308130,Spider One
Q3298452,Material,Q703637,Michael Beinhorn
Q3298452,Material,Q552511,Bill Laswell
Q3297832,Masta Ace Incorporated,Q592381,Masta Ace
Q3297479,Presto Ballet,Q2486775,Kurdt Vanderhoof
Q221358,Shadowfax,Q1089133,Chuck Greenberg
Q221358,Shadowfax,Q1145186,Armen Chakmakian
Q3950759,Satellite Party,Q918838,Perry Farrell
Q320499,Faith No More,Q983256,Roddy Bottum
Q4685730,Adrift,Q1088413,Jack Owen
Q3259011,Long Beach Shortbus,Q2883292,Eric Wilson
Q3259742,Los Hermanos,Q707938,DJ Rolando
Q3294761,Seemless,Q1350991,Jesse Leach
Q3275525,Made Out of Babies,Q3189184,Julie Christmas
Q3240862,Lilium,Q3367451,Pascal Humbert
Q215125,Flyleaf,Q18154078,Kristen May
Q1037763,Hollywood Rose,Q11885,Axl Rose
Q1035235,Cap'n Jazz,Q728839,Tim Kinsella
Q1040688,Foggy Mountain Boys,Q74032,Earl Scruggs
Q1418521,State of Alert,Q318509,Henry Rollins
Q1545961,Salt-N-Pepa,Q5092743,Cheryl James
Q1545961,Salt-N-Pepa,Q6509918,Sandra Denton
Q1545961,Salt-N-Pepa,Q5205464,DJ Spinderella
Q1546154,Grey Daze,Q19198,Chester Bennington
Q4033106,aTelecine,Q21500960,Pablo St. Francis
Q216856,N.W.A,Q36804,Eazy-E
Q1971990,Stetsasonic,Q34269,Prince Paul
Q1570087,X,Q1173086,Dave Alvin
Q1569227,Hail Mary Mallon,Q381883,Aesop Rock
Q1570087,X,Q456922,Exene Cervenka
Q2666532,Atoms for Peace,Q188668,Thom Yorke
Q2947637,Chain Reaction,Q186924,Hillel Slovak
Q3109017,My Life with the Thrill Kill Kult,Q5003539,Buzz McCoy
Q216856,N.W.A,Q6078,Dr. Dre
Q3109017,My Life with the Thrill Kill Kult,Q5610350,Groovie Mann
Q3107646,Girls,Q5113007,Christopher Owens
Q2098530,Plasmatics,Q258498,Wendy O. Williams
Q320499,Faith No More,Q316878,Mike Patton
Q320499,Faith No More,Q222071,Courtney Love
Q2735737,Junior M.A.F.I.A.,Q179157,The Notorious B.I.G.
Q4033106,aTelecine,Q21500973,Anthony D'Juan
Q3288013,Sharon Jones & The Dap-Kings,Q461256,Sharon Jones
Q3274342,Machina,Q616788,Phil Taylor
Q1757318,The Rascals,Q5531141,Gene Cornish
Q1754475,Allele,Q39633547,Kelly Hayes
Q3105754,The Stray Gators,Q2428968,Ben Keith
Q3105754,The Stray Gators,Q709857,Jack Nitzsche
Q3105754,The Stray Gators,Q2677738,Tim Drummond
Q2107050,The Power Station,Q540283,John Taylor
Q2108115,Praxis,Q552511,Bill Laswell
Q4050372,Sun Kil Moon,Q719083,Mark Kozelek
Q1418521,State of Alert,Q64682731,Wendel Blow
Q1420629,Kayo Dot,Q7811787,Toby Driver
Q1418521,State of Alert,Q6830929,Michael Hampton
Q254371,Papa Roach,Q2605365,David John Lewis Buckner
Q1418521,State of Alert,Q64682784,Ivor Hanson
Q1418521,State of Alert,Q64682755,Simon Jacobsen
Q1430509,Miami Sound Machine,Q184697,Gloria Estefan
Q1420344,The O.C. Supertones,Q6789095,Matt Morginsky
Q2914477,Bill Haley & His Comets,Q202319,Bill Haley
Q2734923,Ziggy Marley and the Melody Makers,Q199418,Ziggy Marley
Q1537930,Manassas,Q354496,Stephen Stills
Q1538766,Tito & Tarantula,Q331461,Tito Larriva
Q1033047,Candlebox,Q1740209,Kevin Martin
Q1035095,Captain Beyond,Q3487124,Bobby Caldwell
Q1030927,Camper Van Beethoven,Q5236790,David Lowery
Q1040688,Foggy Mountain Boys,Q1346706,Lester Flatt
Q1044384,Carolina Chocolate Drops,Q7320514,Rhiannon Giddens
Q221358,Shadowfax,Q1484236,G. E. Stinson
Q3958481,Seventh Void,Q2414801,Kenny Hickey
Q320499,Faith No More,Q1768557,Jon Hudson
Q320499,Faith No More,Q1381363,Jim Martin
Q1427240,The Knack,Q1251733,Doug Fieger
Q1754173,The Disposable Heroes of Hiphoprisy,Q715181,Michael Franti
Q1761622,The Greg Kihn Band,Q7614361,Steve Wright
Q1754107,Ted Leo and the Pharmacists,Q1779120,Ted Leo
Q1761622,The Greg Kihn Band,Q5605833,Greg Kihn
Q1761622,The Greg Kihn Band,Q20676490,Greg Douglass
Q1761622,The Greg Kihn Band,Q6490721,Larry Lynch
Q216856,N.W.A,Q173637,Ice Cube
Q2287627,Pride & Glory,Q144746,Zakk Wylde
Q2735792,Atban Klann,Q185610,will.i.am
Q277865,Fugazi,Q2640127,Guy Picciotto
Q218837,The Supremes,Q3436083,Lynda Laurence
Q218837,The Supremes,Q3436408,Cindy Birdsong
Q218837,The Supremes,Q3434219,Betty McGlown
Q1538312,Gorilla Biscuits,Q2546219,Walter Schreifels
Q277865,Fugazi,Q2924425,Brendan Canty
Q2095698,The Almost,Q2557984,Aaron Gillespie
Q3964788,Sonic's Rendezvous Band,Q2615615,Fred Smith
Q320499,Faith No More,Q2700929,Trey Spruance
Q320499,Faith No More,Q2625611,Chuck Mosley
Q2098530,Plasmatics,Q3170674,Jean Beauvoir
Q3966155,The Special Goodness,Q2724775,Patrick Wilson
Q1549376,Jawbox,Q4679927,Adam Wade
Q2053732,Anarchy Club,Q3194777,Keith Smith
Q320099,McAuley Schenker Group,Q2779306,Robin McAuley
Q3061492,Everly,Q230424,Bethany Joy Lenz
Q1662335,Infectious Grooves,Q213229,Robert Trujillo
Q4051366,The Wondergirls,Q6387238,Ken Andrews
Q4051015,Compulsive Gamblers,Q5605401,Greg Cartwright
Q3095893,+/-,Q6129320,James Baluyut
Q4031903,5ive,Q6173534,Jeff Caxide
Q3091865,Robert Santiago et son orchestre typique,Q3436235,Robert Santiago
Q1430484,The Thermals,Q6377226,Kathy Foster
Q3104957,Ghost Mice,Q5106185,Chris Clavin
Q2598980,Trauma,Q188973,Cliff Burton
Q2593631,World Classic Rockers,Q75437,Nick St. Nicholas
Q286750,Phuture,Q1154222,DJ Pierre
Q2412660,Fuel,Q1764148,Carl Bell
Q2411922,Blanche,Q1159089,Dan John Miller
Q277865,Fugazi,Q939445,Joe Lally
Q4682702,Adickdid,Q13561705,Kaia Wilson
Q3955359,Sense Field,Q16211612,Jon Bunch
Q4036392,Cold Cave,Q7983917,Wesley Eisold
Q4051777,Triple C's,Q297831,Rick Ross
Q218837,The Supremes,Q257308,Florence Ballard
Q1535082,Jerry Garcia Band,Q312870,Jerry Garcia
Q2567260,The Whooliganz,Q314673,Scott Caan
Q1760555,Gary Lewis & the Playboys,Q486185,Gary Lewis
Q1761222,The Miracles,Q2117822,Ronald White
Q1761622,The Greg Kihn Band,Q5525749,Gary Phillips
Q1761622,The Greg Kihn Band,Q5228490,Dave Carpender
Q4035424,Brit & Alex,Q6787605,Matisse
Q1428025,O-Town,Q5995317,Ikaika Kahoano
Q2053632,Parlet,Q6744161,Mallia Franklin
Q300558,A Skylit Drive,Q6831582,Michael Jagmin
Q1548973,Maserati,Q6183622,Jerry Fuchs
Q1552575,Guadalcanal Diary,Q6939106,Murray Attaway
Q1552701,Incredible Bongo Band,Q6835109,Michael Viner
Q285534,Original Memphis Five,Q743585,Phil Napoleon
Q2553172,We Are Defiance,Q911966,Brian Calzini
Q2412837,The Midnighters,Q726369,Hank Ballard
Q2411946,The Hidden Hand,Q730490,Scott Weinrich
Q2579955,Firehouse Five Plus Two,Q937267,Frank Thomas
Q3067826,Fear and the Nervous System,Q314343,James Shaffer
Q2412012,The Hondells,Q5115485,Chuck Girard
Q2412012,The Hondells,Q5526080,Gary Usher
Q2411870,The Haters,Q5515080,GX Jupitter-Larsen
Q2550127,Was (Not Was),Q5240855,David Was
Q1535047,Golden Smog,Q5107342,Chris Mars
Q2773774,Fred Frith Guitar Quartet,Q460325,Fred Frith
Q3064652,Faith No Man,Q439445,Mike Bordin
Q2935215,Camp Freddy,Q363236,Scott Weiland
Q1392571,Modwheelmood,Q621294,Alessandro Cortini
Q1969478,The Moonglows,Q711874,Harvey Fuqua
Q2836382,Ali & Gipp,Q710020,Ali
Q2107050,The Power Station,Q325412,Robert Palmer
Q2107050,The Power Station,Q527834,Andy Taylor
Q3093075,GZR,Q310752,Geezer Butler
Q1563511,Joy Electric,Q6173587,Jeff Cloud
Q1569035,Mantronix,Q6447203,Kurtis Mantronik
Q1552833,VAST,Q6270550,Jon Crosby
Q1570087,X,Q7822434,Tony Gilkyson
Q4043231,Lower Dens,Q6150518,Jana Hunter
Q4037050,Das Racist,Q5765107,Heems
Q4037050,Das Racist,Q7926424,Kool A.D.
Q4040463,Hazel,Q6208042,Jody Bleyle
Q4047441,Project X,Q4373185,John Porcelly
Q4047683,Pylon,Q6832052,Michael Lachowski
Q4049374,Sharks Keep Moving,Q6125005,Jake Snider
Q2733408,Unida,Q918849,John Garcia
Q2941016,Cash Money Millionaires,Q859463,Big Tymers
Q3063174,Sun City Girls,Q1149764,Richard Bishop
Q1050516,Firehose,Q924668,Mike Watt
Q1663959,Inner City,Q923090,Kevin Saunderson
Q2580309,Eyes Adrift,Q428798,Krist Novoselic
Q276584,R5,Q455827,Ross Lynch
Q277865,Fugazi,Q455545,Ian MacKaye
Q2537857,The Mar-Keys,Q471811,Steve Cropper
Q1537728,Goon Moon,Q505517,Jeordie White
Q3088576,The Evens,Q455545,Ian MacKaye
Q3091273,Future Bible Heroes,Q2395308,Stephin Merritt
Q3083594,Black Hippy,Q3449364,Ab-Soul
Q2947637,Chain Reaction,Q353316,Jack Irons
Q216856,N.W.A,Q348615,MC Ren
Q3071634,Fight the Sky,Q357851,Jacoby Shaddix
Q3053703,Enation,Q525716,Jonathan Jackson
Q3064652,Faith No Man,Q523589,Billy Gould
Q216856,N.W.A,Q470609,DJ Yella
Q1753105,Saves the Day,Q5106232,Chris Conley
Q1753290,Leftöver Crack,Q5423372,Ezra Kire
Q2085496,Phenix Horns,Q4505905,Don Myrick
Q1753323,The Cab,Q4718706,Alexander DeLeon
Q2085676,Phil Lesh and Friends,Q1350527,Phil Lesh
Q2090571,Exit-13,Q5230144,Dave Witte
Q1753111,Fifth Dimension,Q5460677,Florence LaRue
Q7132740,Papercranes,Q444338,Rain Phoenix
Q312018,of Montreal,Q6395780,Kevin Barnes
Q7124173,Pagan Babies,Q222071,Courtney Love
Q218837,The Supremes,Q2302368,Mary Wilson
Q218837,The Supremes,Q2440578,Scherrie Payne
Q218837,The Supremes,Q2185544,Jean Terrell
Q2579955,Firehouse Five Plus Two,Q2118269,Ward Kimball
Q218837,The Supremes,Q4950879,Susaye Greene
Q286983,Echolyn,Q4962260,Brett Kull
Q4041912,Jubilee,Q478967,Aaron North
Q4037236,Desaparecidos,Q550900,Conor Oberst
Q4036698,Crosses,Q507734,Chino Moreno
Q1395987,Fantômas,Q316878,Mike Patton
Q2655642,Crudo,Q316878,Mike Patton
Q2719793,Brecker Brothers,Q347023,Michael Brecker
Q3090295,Hella,Q7576176,Spencer Seim
Q3089984,Gaelic Storm,Q21170773,Patrick Murphy
Q3088576,The Evens,Q4749178,Amy Farina
Q3089641,Jellyfish,Q4761369,Andy Sturmer
Q319458,Machine Head,Q352452,Robb Flynn
Q319458,Machine Head,Q281400,Chris Kontos
Q319458,Machine Head,Q587919,Phil Demmel
Q2092670,The Blind Boys of Alabama,Q60697209,Jimmy Carter
Q1430484,The Thermals,Q16215294,Hutch Harris
Q2092670,The Blind Boys of Alabama,Q60697207,Ben Moore
Q2092670,The Blind Boys of Alabama,Q60697210,Joey Williams
Q2092670,The Blind Boys of Alabama,Q29913195,Eric “Ricky” McKinnie
Q2092670,The Blind Boys of Alabama,Q60697208,Paul Beasley
Q4051165,Slough Feg,Q6848707,Mike Scalzi
Q2099006,Playa,Q20810765,Smoke E. Digglera
Q4027136,7 Horns 7 Eyes,Q21621600,JJ Polachek
Q221358,Shadowfax,Q5084542,Charlie Bisharat
Q221358,Shadowfax,Q5232030,David C. Lewis
Q2098530,Plasmatics,Q5105330,Chosei Funahara
Q1427282,Flat Duo Jets,Q5268441,Dexter Romweber
Q3962703,Slant 6,Q5110748,Christina Billotte
Q3926181,Q5,Q5462415,Floyd D. Rose
Q3933588,Retching Red,Q5120406,Cinder Block
Q320499,Faith No More,Q5246357,Dean Menta
Q2961950,Cheer-Accident,Q7799631,Thymme Jones
Q2978793,Clem Snide,Q5347032,Eef Barzelay
Q3002661,Crimpshrine,Q4661928,Aaron Cometbus
Q3020558,Dead Poetic,Q16222418,Brandon Rike
Q3020527,Dead Child,Q3018580,David Pajo
Q3017011,Daughters,Q4721524,Alexis S.F. Marshall
Q7126219,Palace of Buddies,Q2758770,Tim Myers
Q7140902,Party Fun Action Committee,Q740388,Blockhead
Q7137608,Park Ave.,Q550900,Conor Oberst
Q7124173,Pagan Babies,Q2638175,Kat Bjelland
Q1428025,O-Town,Q37821129,Dan Miller
Q300543,A Rocket to the Moon,Q17198684,Nick Santino
Q300585,A Taste of Honey,Q89590154,Janice Marie Johnson
Q3020156,De Facto,Q707708,Cedric Bixler-Zavala
Q1428025,O-Town,Q37820690,Trevor Penick
Q1428025,O-Town,Q37821412,Jacob Underwood
Q1428025,O-Town,Q37821803,Erik-Michael Estrada
Q1550716,Robert Randolph and the Family Band,Q29466026,Robert Randolph
Q4686427,Advent,Q21064377,Joe Musten
Q1550716,Robert Randolph and the Family Band,Q17198155,John Ginty
Q2055074,Freelance Whales,Q19332047,Doris Cellar
Q4035991,Cerebral Ballzy,Q20687397,Honor Titus
Q2733657,Adler's Appetite,Q1291701,Steven Adler
Q2280251,Shrinebuilder,Q1157200,Scott Kelly
Q2293151,Tribes of Neurot,Q1157200,Scott Kelly
Q1424828,Son Volt,Q1350138,Jay Farrar
Q2982240,Dum Dum Girls,Q17582700,Sandra Vu
Q2982240,Dum Dum Girls,Q23762787,Kristin Kontrol
Q3081090,WC and the Maad Circle,Q443065,WC
Q3073768,The Conglomerate,Q59185,Busta Rhymes
Q3089105,Niyaz,Q287059,Azam Ali
Q1464456,Reagan Youth,Q5229738,Dave Rubinstein
Q1465262,Osaka Popstar,Q3809133,John Cafiero
Q1466075,The Tennessee Three,Q1277670,Marshall Grant
Q1464896,Naked Raygun,Q1626572,Santiago Durango
Q1466075,The Tennessee Three,Q2536778,W. S. Holland
Q1466075,The Tennessee Three,Q1387284,Luther Perkins
Q3311546,Selena y Los Dinos,Q23543,Selena
Q1464544,Long Beach Dub Allstars,Q6113852,Jack Maness
Q1785354,MDC,Q3703028,Dave Dictor
Q1781779,The Gutter Twins,Q2499627,Greg Dulli
Q1784810,The Teddy Bears,Q213793,Phil Spector
Q311785,The Misfits,Q354654,Glenn Danzig
Q319458,Machine Head,Q1173284,Dave McClain
Q309001,Morbid Angel,Q569122,David Vincent
Q312275,Silversun Pickups,Q6389584,Jack Kennedy
Q218837,The Supremes,Q4859135,Barbara Martin
Q2586738,Aesma Daeva,Q4267049,Lori Lewis
Q2550107,Bane,Q3603063,Aaron Bedard
Q276584,R5,Q3935797,Riker Lynch
Q2893053,BeauSoleil,Q3308157,Michael Doucet
Q2279683,Elysian Fields,Q3177041,Jennifer Charles
Q2891826,Battle of Mice,Q3189184,Julie Christmas
Q1427216,The Coasters,Q3436513,Carl Gardner
Q2911534,Boss Hog,Q3177507,Jerry Teel
Q2793165,Pegboy,Q3809306,John Haggerty
Q1570087,X,Q3181360,John Doe
Q1570087,X,Q5203636,D. J. Bonebrake
Q1570087,X,Q4913513,Billy Zoom
Q1417601,Jon Spencer Blues Explosion,Q3183239,Jon Spencer
Q1416624,The Teen Idles,Q455545,Ian MacKaye
Q1417587,The Afghan Whigs,Q2499627,Greg Dulli
Q2277542,Demolition 23,Q1386535,Michael Monroe
Q1965785,Nashville West,Q1501423,Gene Parsons
Q2288932,The Memphis Horns,Q1555414,Wayne Jackson
Q2668208,Gordian Knot,Q1606747,Sean Malone
Q1182772,Defunkt,Q724190,Joseph Bowie
Q1184188,Deli Creeps,Q5580081,Maximum Bob
Q1191293,Trust Company,Q6397191,Kevin Palmer
Q1186459,Demon Hunter,Q7383961,Ryan Clark
Q2579955,Firehouse Five Plus Two,Q30580160,Clarke Mallery
Q2600029,Yellow Ostrich,Q21141611,Jon Natchez
Q2575275,Les Savy Fav,Q16225299,Tim Harrington
Q276584,R5,Q16561446,Ellington Ratliff
Q276584,R5,Q17037439,Rocky Lynch
Q2552702,The Watson Twins,Q22137997,Leigh Watson
Q2597302,X Clan,Q17149996,Brother J
Q2552702,The Watson Twins,Q22137996,Chandra Watson
Q4041937,Jupiter One,Q74309,Kishi Bashi
Q2092670,The Blind Boys of Alabama,Q60697211,Peter Levin
Q1430509,Miami Sound Machine,Q73538628,Enrique Garcia
Q1184543,The Delmore Brothers,Q18091539,Rabon Delmore
Q1182664,Defiance,Q7605980,Steev Esquivel
Q240767,Limp Bizkit,Q382250,DJ Lethal
Q254138,Slipknot,Q1634784,Craig Jones
Q254138,Slipknot,Q6167323,Jay Weinberg
Q254138,Slipknot,Q1928872,Michael Pfaff
Q308644,G-Unit,Q6060,50 cent
Q308644,G-Unit,Q189936,The Game
Q2853143,Antibalas,Q6777811,Martín Perna
Q3067117,Fastbacks,Q6446629,Kurt Bloch
Q2961731,Chavez,Q6199991,Matt Sweeney
Q2720470,Freezepop,Q7441470,Sean T. Drinkwater
Q2720470,Freezepop,Q6660119,Liz Enthusiasm
Q1049345,Casting Crowns,Q6767885,Mark Hall
Q2438484,Bang on a Can,Q6306853,Julia Wolfe
Q254138,Slipknot,Q295817,Joey Jordison
Q254138,Slipknot,Q313813,Jim Root
Q2859326,Arab on Radar,Q5387251,Eric Paul
Q2738531,Elefant,Q5274669,Diego Garcia
Q2924131,Brave Combo,Q5040135,Carl Finch
Q1393057,Fair to Midland,Q5225314,Darroh Sudderth
Q1427216,The Coasters,Q4935431,Bobby Nunn
Q2657995,Brownsville Station,Q5191919,Cub Koda
Q3063174,Sun City Girls,Q5078063,Charles Gocher
Q2413939,The Rivingtons,Q46499877,Al Frazier
Q2413939,The Rivingtons,Q46499445,Carl White
Q1534925,The Matches,Q7491367,Shawn Harris
Q276584,R5,Q15617884,Rydel Lynch
Q1537805,The Acacia Strain,Q16198835,Vincent Bennett
Q218814,Zolof the Rock & Roll Destroyer,Q7279332,Rachel Minton
Q2413501,The Pink Spiders,Q6788673,Matt Friction
Q2576798,Superchunk,Q6722319,Mac McCaughan
Q2579955,Firehouse Five Plus Two,Q11285682,Erdman Penner
Q259254,Bon Jovi,Q295153,Richie Sambora
Q259254,Bon Jovi,Q310098,David Bryan
Q2107050,The Power Station,Q1366840,Tony Thompson
Q4052995,Wayne,Q2618723,David Wayne
Q3098957,The Rentals,Q2724408,Matt Sharp
Q1430740,The Leaves,Q3178920,Jim Pons
Q3100202,Kumbia Kings,Q3288207,Pee Wee
Q308644,G-Unit,Q4042182,Kidd Kidd
Q304469,The Famous Flames,Q69684848,Johnny Terry
Q302533,Chiodos,Q3298882,Craig Owens
Q1416545,"West, Bruce and Laing",Q313683,Jack Bruce
Q254138,Slipknot,Q18218142,Alessandro Venturella
Q259254,Bon Jovi,Q150916,Jon Bon Jovi
Q308644,G-Unit,Q311244,Young Buck
Q308644,G-Unit,Q298668,Lloyd Banks
Q308644,G-Unit,Q301515,Tony Yayo
Q2659464,Ashes Divide,Q2350322,Billy Howerdel
Q2931699,Clouddead,Q3037323,Doseone
Q1965814,Nashville Pussy,Q2905716,Blaine Cartwright
Q2777451,Fisher,Q2399644,Ron Wasserman
Q2667568,Girls Against Boys,Q2924425,Brendan Canty
Q216856,N.W.A,Q2256420,Arabian Prince
Q4037073,Day of Fire,Q16207053,Josh Brown
Q1784022,Passion Pit,Q15059442,Michael Angelakos
Q1785354,MDC,Q55929925,"Mikey ""Offender"" Donaldson"
Q1780237,The Secret Machines,Q16206613,Brandon Curtis
Q1784810,The Teddy Bears,Q5044293,Carol Connors
Q1783981,Negative Approach,Q6222987,John Brannon
Q1187591,The Network,Q712592,Billie Joe Armstrong
Q7141176,Partyline,Q4732851,Allison Wolfe
Q7125029,Painted Willie,Q5229275,Dave Markey
Q7157147,pc Quest,Q3665716,Gregori Chad Petree
Q7133587,Par Avion,Q3980941,Tanya Haden
Q7124319,Pages,Q7328260,Richard Page
Q1757556,Wall of Voodoo,Q50825,Stan Ridgway
Q3520034,Bill Monroe & His Blue Grass Boys,Q170042,Bill Monroe
Q6145284,The Stunners,Q1057893,Allie Gonino
Q7227784,Ponga,Q5229518,Dave Palmer
Q7240229,Premature Ejaculation,Q644917,Rozz Williams
Q6164084,Jasper Wrath,Q3807774,Jeff Cannata
Q1420833,New Riders of the Purple Sage,Q3017275,Dave Torbert
Q1420833,New Riders of the Purple Sage,Q1175878,David Nelson
Q2143703,The Crickets,Q5977,Buddy Holly
Q1420833,New Riders of the Purple Sage,Q1350527,Phil Lesh
Q254138,Slipknot,Q313875,Shawn Crahan
Q254138,Slipknot,Q315199,Mick Thomson
Q254138,Slipknot,Q318514,Sid Wilson
Q1479031,Shellac,Q435060,Steve Albini
Q1779944,Rhino Bucket,Q433927,Simon Wright
Q287206,Commodores,Q83941321,Walter Orange
Q1471162,Spastic Ink,Q1106673,Ron Jarzombek
Q3307228,Days of the New,Q7836321,Travis Meeks
Q1472033,Guided by Voices,Q1379531,Robert Pollard
Q1472033,Guided by Voices,Q2216063,Tobin Sprout
Q3299577,Behold... The Arctopus,Q5085739,Charlie Zeleny
Q3302414,Dirty Little Rabbits,Q3972925,Stella Soleil
Q7242112,Preteen Zenith,Q6146957,Tim DeLaughter
Q7229263,Poperratic,Q6147946,Jammes Luckett
Q6147846,JamisonParker,Q6147860,Jamison Covington
Q7241697,Pressure Cooker,Q5567964,Glen Pine
Q3063174,Sun City Girls,Q4706187,Alan Bishop
Q1397782,Faster Pussycat,Q3980182,Taime Downe
Q1969932,Natural,Q4885310,Ben Bledsoe
Q1401022,Steeler,Q192260,Yngwie Malmsteen
Q5489633,Frank Sinatra and the 3 Flashes,Q40912,Frank Sinatra
Q2845440,Anarbor,Q54262500,Slade Echeverria
Q1407424,The Jimi Hendrix Experience,Q5928,Jimi Hendrix
Q2819915,A Storm of Light,Q62085990,Josh Graham
Q2844869,An Albatross,Q23654007,Kyle Fisher
Q1473918,Revolting Cocks,Q713807,Al Jourgensen
Q5313197,Dukes of September Rhythm Revue,Q506554,Donald Fagen
Q1760008,P$C,Q214227,T.I.
Q259254,Bon Jovi,Q342924,Hugh McDonald
Q259254,Bon Jovi,Q310975,Tico Torres
Q2115419,Tedeschi Trucks Band,Q275625,Susan Tedeschi
Q1472348,Y&T,Q291041,Dave Meniketti
Q1470712,Nailbomb,Q307391,Max Cavalera
Q1398604,The Gun Club,Q1686463,Jeffrey Lee Pierce
Q222517,Blackstreet,Q927450,Teddy Riley
Q222517,Blackstreet,Q5228987,Dave Hollister
Q222517,Blackstreet,Q6768879,Mark Middleton
Q259254,Bon Jovi,Q7182576,Phil X
Q1463593,Out Hud,Q371,!!!
Q1760428,Manzarek–Krieger,Q108912,Ray Manzarek
Q1771475,City (Comma) State,Q274274,Joanna Pacitti
Q1774590,Vinnie Vincent Invasion,Q205640,Vinnie Vincent
Q1470048,MU330,Q202613,Dan Potthast
Q7132597,Paper Bird,Q7422051,Sarah Anderson
Q322196,Cypress Hill,Q1351217,"Eric ""Bobo"" Correa"
Q7124789,Pain,Q16731630,Dan Lord
Q322196,Cypress Hill,Q1336275,Sen Dog
Q7128632,Palomino Road,Q16728203,J. T. Corenflos
Q7132337,Papa Grows Funk,Q7381355,"Russell Batiste, Jr."
Q254138,Slipknot,Q295120,Corey Taylor
Q7133919,Parachute Express,Q16842396,Hearts & Flowers
Q1764758,White Tiger,Q347180,Mark St. John
Q6747606,Manchild,Q344983,Babyface
Q4861984,Barnstorm,Q354033,Joe Walsh
Q1407424,The Jimi Hendrix Experience,Q320639,Noel Redding
Q1407424,The Jimi Hendrix Experience,Q443613,Billy Cox
Q6154745,Janitor Joe,Q240554,Kristen Pfaff
Q6158133,Japanese Cartoon,Q310116,Lupe Fiasco
Q3496169,Stone Poneys,Q229375,Linda Ronstadt
Q1398466,Faun Fables,Q20895503,Dawn McCarthy
Q1393568,Faith and the Muse,Q16196922,William Faith
Q3072838,Firefall,Q10307546,Jock Bartley
Q2655601,YACHT,Q15117480,Jona Bechtolt
Q1393884,The Dixie Hummingbirds,Q8005925,William Bright
Q1968924,Sister Hazel,Q16196378,Ken Block
Q2944214,Selah,Q16213213,Nicol Sponberg
Q2919040,The Material,Q19957206,Colleen D'Agostino
Q3050552,Electric Eels,Q16185487,John D Morton
Q1472033,Guided by Voices,Q65620058,Mark Shue
Q1472033,Guided by Voices,Q2739268,Doug Gillard
Q1472033,Guided by Voices,Q2395799,Kevin March
Q1472033,Guided by Voices,Q5605490,Greg Demos
Q1472033,Guided by Voices,Q4353758,Nate Farley
Q1472033,Guided by Voices,Q6880962,Mitch Mitchell
Q1472033,Guided by Voices,Q4934746,"Bobby Bare, Jr."
Q1495801,Gateway Worship,Q513041,Kari Jobe
Q1813840,Allen-Lande,Q3843381,Magnus Karlsson
Q1815973,Lost Boyz,Q4353885,Mr. Cheeks
Q5495577,This Runs Through,Q1448126,Spencer Chamberlain
Q4849106,Baker & Myers,Q1494813,Gary Baker
Q1473092,Uncle Tupelo,Q1350138,Jay Farrar
Q7161733,Pelt,Q1677192,Jack Rose
Q1404339,Teenage Jesus and the Jerks,Q261990,Lydia Lunch
Q1407424,The Jimi Hendrix Experience,Q315225,Mitch Mitchell
